49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926
49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,3620,3620,3620,3620,3620,3620,3620,49926,49926,49926,49926,49926,49926,49926,24,24,24,24,24,24,24,24,24,24,24,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926
49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,3620,3620,3620,3620,3620,3620,49926,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,24,24,24,31043,31043,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926
49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,3620,3620,3620,3620,3620,3620,3620,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,22,22,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,24,24,24,24,24,24,24,24,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926
49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,3620,3620,3620,3620,3620,3620,49926,24,24,24,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,22,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926
49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,3620,3620,3620,3620,3620,3620,24,24,24,24,24,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,24,49926,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926
49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,3620,3620,3620,3620,24,24,24,49926,24,24,24,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926
49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,10201,24,24,24,49926,49926,49926,24,24,24,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,24,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926
49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,10201,24,24,24,24,10201,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,10201,24,24,24,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,24,54652,54652,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,22,22,24,24,24,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926
49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,24,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,10201,24,24,24,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,24,24,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,24,24,54652,59792,55050,55050,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,24,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,22,22,24,24,24,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,24,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926,49926
